,ObjectName,Line1,Line2,NoradID,Classification,Designator,EpochYear,EpochDay,FstMeanDer,SndMeanDer,BDrag,ElSetTyme,ElementNumber,Inclination,RightAscension,Eccentricity,Perigee,MeanAnomaly,MeanMotion,Revolution
0,SPORT,1 55129U 98067UW  23054.87444944  .00045802  00000-0  67914-3 0  9999,2 55129  51.6396 168.8301 0003957  24.3496 335.7682 15.54761879  8839,55129,U,98067UW ,23,054.87444944, .00045802, 00000-0, 67914-3,0, 999, 51.6396,168.8301,0003957, 24.3496,335.7682,15.54761879,  883
