,ObjectName,Line1,Line2,NoradID,Classification,Designator,EpochYear,EpochDay,FstMeanDer,SndMeanDer,BDrag,ElSetTyme,ElementNumber,Inclination,RightAscension,Eccentricity,Perigee,MeanAnomaly,MeanMotion,Revolution
0,SPORT,1 55129U 98067UW  23057.76662607  .00047022  00000+0  69034-3 0  9998,2 55129  51.6395 154.3968 0004193  34.1435 325.9825 15.55020588  9288,55129,U,98067UW ,23,057.76662607, .00047022, 00000+0, 69034-3,0, 999, 51.6395,154.3968,0004193, 34.1435,325.9825,15.55020588,  928
